Title,Readership,Commants,PostingTime,Influence,SplitWords,Label
5.31日早盘点评,13651,24,20180104,79.44730756,早盘 点评,
沪指盘中3000点虽然得而复失，但真正的阶段级别的顶部,1150,4,20190905,14.07124424,沪 指 盘中 得而复失 阶段 级别 顶部,
5.21盘前个人想法分享,26734,89,20210521,290.7994724,盘前 想法 分享,
红包到手，撒腿就走,1595,9,20190325,30.37096624,红包 到手 撒腿 走,
1分钟级别背离！,3934,34,20220617,111.758192,分钟 级别 背离,
今天有个朋友问我：哥，科技都已经连续跌三天了，我要,1788,5,20200228,17.38832863,有个 朋友 问 我哥 连续 跌 三天,
建设银行目前为小盘股，明天收盘将涨停！,1943,7,20220728,23.90096548,小盘股 收盘 涨停,
好消息|家人们，医疗明日或大涨3个点，原因看这里,4741,36,20220817,118.2865545,好消息 家 大涨 原因,
震荡后大盘将逼空上行。3000点附近继续折腾，这也是正,7848,38,20191015,124.8631656,震荡 逼空 上行 折腾 正,
梦若神机你应当要有点血性！君子一言，驷马难追！现在,4342,8,20220110,27.27319144,梦若 神机 血性 君子一言 驷马难追,
起诉同花顺，赔偿损失[怒][怒]垃圾软件，一早上卡死了,1088,27,20211028,88.81282011,起诉 同花顺 赔偿损失 怒怒 垃圾 卡死,
为什么个股都是下跌的多,1514,16,20200811,53.11304406,个股 下跌,
我强调一遍，我对今天的大盘依旧保持谨慎态度，今天农,4342,57,20200519,186.5231914,一遍 依旧 谨慎 态度 农,
2700点进的，3400点亏百分之三十，这是什么世道啊,1314,3,20180412,10.84150838,点进 点亏 百分之三十 这是 什么世道,
现在的任何郭嘉指数都在犹豫，但是A股机遇比风险大，,1105,35,20210719,114.8151768,郭嘉 犹豫 机遇 风险,
明日继续震荡反抽原创狐光狭影狐光侠影2022-12-2716:5,1107,8,20221227,27.06545167,震荡 反 抽 原创 狐光 狭影狐光 侠影,
这几年在大城市买房的才是真正的投资，越是早买越对！,4022,25,20190305,82.51155472,几年 大城市 买房 投资 早买 越,
新潮能源600777股价严重低估，股价在净资产下，业绩稳,1764,8,20200721,27.1362745,新潮 能源 股价 低估 股价 净资产 业绩 稳,
保持新股发型常态化[鼓掌][鼓掌][鼓掌],4647,4,20180624,14.28351044,发型 常态 化 鼓掌 鼓掌 鼓掌,
再说说目前大盘的走势，前几天也说了目前不具备暴涨条,3355,54,20220714,176.7339924,说 走势 前 几天 说 具备 暴涨 条,
几十年的股市，最奇葩的股评词就是所谓的“结构牛”，,1212,3,20200914,10.82922592,几十年 股市 奇葩 股评 词 结构 牛,
预测一下收盘,1197,7,20190508,23.82733295,收盘,
今天为啥涨了这么多，亏大了,1107,3,20190325,10.81545167,为啥 涨,
闲的~今北京35高温，但没有热的感觉，我们在振荡的市,1129,12,20220707,40.06844288,闲 高温 热 感觉 振荡 市,
心有沟壑，才会无惧低谷。,3411,45,20201004,147.4865086,心有 沟壑 无惧 低谷,
牛市要来了！牛市要来了！牛市要来了！重要的梦话说三,1503,3,20180720,10.86193564,要来 要来 要来 梦话 说 三,
一个礼拜亏了8万。,1588,11,20210309,36.87029767,礼拜 亏了,
这辈子能解套不？,1288,10,20200824,33.58847055,这辈子 解套,
暂时预计6月会出现后半年的最低点，所以要抓住机会！,4986,38,20200530,124.7942133,暂时 预计 半年 最低点 抓住机会,
明天涨100点,18936,24,20180328,79.49705089,涨,
大家来看看 未言老师 这个骗子,38287,40,20180614,131.604068,未言 老师 骗子,
美股a股决然相反的走势说明股民对股市国家的信心不同,5090,4,20180527,14.29735122,决然 相反的 走势 股民 股市 国家 信心,
T+1造成了买卖的趋同性,1935,9,20180627,30.40033834,买卖 趋同性,
《每日一帖，向着50万目标》净资产40590 当日盈亏-57,1187,30,20200415,98.57605775,一帖 目标 净资产 当日 盈亏,
好像大家都不玩了一一一一一一一一一一一一一一一一一,22753,128,20180226,417.5249635,好像 玩,
湘财去年12月有大批筹码套在14—15.72一线，如果明天,2276,9,20210527,30.42501029,湘财 去年 筹码 套 一线,
请问各位股侠~600873梅花生物高分红股息高达7%现在能,1489,6,20180626,20.61051314,请问 股侠 梅花 生物 高 分红 股息 高达,
复盘icon10只连板股：宜华健康：4连板，医美概念+养老,1066,4,20210513,14.05971502,复盘 i 只连板 股 健康 连板 养老,
今日A股突然大涨71点，原因找到了，新一轮反转行情真,9635,108,20220429,352.3943481,大涨 原因 找到 新一轮 反转 真,
放跑了一个涨停板！[难过][难过][伤心][复盘],57021,310,20190423,1009.164612,放跑 涨停板 难过 难过 复盘,
话说   大盘8.01盘前,9809,29,20220801,95.64706866,盘前,
新股的三步走，大家认同吗？,1715,5,20180626,17.38199244,三步走 认同,
10-27开心嘛、按照计划来就是、感觉金融很鸡肋。投资,1471,19,20211027,62.85866444,开心 计划 感觉 鸡肋 投资,
假期利空消息不少，其中最狠的就是特朗普出尔反尔，宣,8692,5,20180712,17.6286919,假期 利空消息 最狠 特朗普 出尔反尔 宣,
按既定剧情发展,1873,12,20221202,40.14538822,既定 剧情,
只要拿住了，我就不会亏[得意],1059,12,20200813,40.05871359,住 亏得 意,
既来之则安之,3583,11,20190825,36.99398638,既来之 则安之,
只做大妖情绪辨真伪节点擒龙妖推盘作确定临盘再佐证心,2345,8,20210608,27.17955,做大 妖 情绪 辨 真伪 节点 擒龙 妖 推盘作 临盘 佐证 心,
券商场外股权质押全面暂停 2万亿元存量疏导是关键 06-,4833,4,20180628,14.28947588,券商 场外 股权 质押 暂停 万亿元 存量 疏导 关键,
谁能告诉我？外资是不是马上要抢盘了？已经2点半了,1051,6,20191126,20.55756095,告诉 外资 抢盘 点半,
操作建议：2900点了，坚决加仓做多！,15079,221,20221010,719.7124304,操作 建议 做多,
明天重要日子哈,1498,6,20200630,20.61142913,日子,
即知终点站，就不怕旅途颠簸滞(涨)者为王环保，医药,14222,97,20200114,316.7035362,即知 终点站 旅途 颠簸 滞涨 王,
圣莱达虚构利润虚构财政补贴，只罚了60万元,5935,5,20180703,17.57069725,圣莱达 虚构 利润 虚构 财政补贴 只罚 万元,
有情提示：清仓！清仓！清仓！五天反抽结束，暴跌八天,1539,14,20220506,46.61553352,有情 提示 五天 反 抽 结束 暴跌 八天,
美股最少还有百分之三十的跌幅，癌股还有百分之五十的,13622,8,20180521,27.44698431,最少 百分之三十 跌幅 癌股 百分之五十,
0126收盘点评：尾盘券商护盘，风电等新能源方向走强！,5674,36,20220126,118.3138613,收盘 点评 尾盘 券商 护盘 风电 新能源 走强,
N的形态1,1925,44,20220626,144.1495508,N 形态,
大盘3600点整数关口反复震荡整理，面临两个选择：一、,2575,14,20210916,46.69377203,整数 关口 反复 震荡 整理 面临 两个 选择,
顶部平台，搓揉组合,14454,82,20200604,267.9559958,顶部 平台 搓揉 组合,
从1.2亿净利说起,2554,7,20180205,23.94252731,亿 净利 说起,
9月9日个股提示,2232,17,20200909,56.42204297,个股 提示,
记住，今年是小年,6372,11,20180512,37.08149652,记住 小年,
代表美国中小创新型高科技公司的纳斯达克指数，再创历,8265,7,20180630,24.121035,代表 美国 创新型 高科技 公司 纳斯达克 再创 历,
不要慌，我们能赢[想一下][想一下][想一下]今天说三点,9092,42,20200907,137.8855308,慌 赢 想 想 想 说 三点,
8月28日，个股提示--登海种业,1443,7,20200828,23.85574322,个股 提示,
节后心里有底：两张图解读大盘,1748,9,20220501,30.3848895,节后 心里有底 两张 图 解读,
那些年，让我羡慕嫉妒的操作,6646,24,20220116,79.33789612,羡慕 嫉妒 操作,
老九谈股：5-20大盘分析（惯性下探）,3170,11,20190524,36.97537074,老九 谈股 分析 惯性 下探,
兵法云：穷寇莫追……,3186,7,20180819,23.97613602,兵法云 穷寇莫追,
好消息[梭哈][主力][财神][财力]海阔凭鱼跃，天高任鸟,1913,7,20221011,23.89860024,好消息 梭哈 主力 财神 财力 海阔凭鱼跃 天高任 鸟,
买点即将出现！周一早！周末没啥大事，不过黄金倒是又,1639,3,20210510,10.87510263,买点 一早 没 大事 黄金,
5-24本周我看调整、我觉得属于之前上升中的正常调整周,2172,24,20210524,79.16790094,调整 调整,
各位股民你们亏多少？,2016,12,20190512,40.15657168,股民 亏,
今天和昨天盘面有很大变化是机构陆续增仓，昨天消费今,12332,32,20200729,105.4318617,盘面 很大 变化 机构 陆续 增仓,
碳中和退潮，连板首阴的模式套利或许才是现在最好的选,1779,11,20210327,36.88756158,碳中 退潮 连板 首阴 模式 套利 最好的 选,
干货分享！2021年优秀基金名单！建议收藏！,9579,7,20210214,24.14346206,干货 分享 优秀 基金 名单 建议 收藏,
外资大幅加仓，茅台又成香饽饽；从低点到昨天收盘，茅,4386,14,20210605,46.77472402,外资 大幅 成 香饽饽 低点 收盘 茅,
高点结构确立后的调整力度,11097,38,20210702,124.915822,高点 结构 确立 调整 力度,
这次大盘下跌正常，但A股跌幅将大大超过前次跌幅,9947,6,20180521,20.89919224,下跌 跌幅 超过 前次 跌幅,
话说   大盘4.01盘前,22976,91,20220401,297.276446,盘前,
啥玩意，低开这么多？,2663,12,20220802,40.19887991,玩意 低开,
不要依据上证指数k线论A股市场！,15315,59,20190127,193.214791,k 线论,
1、指数分析：大盘低开震荡一天，成交量继续萎缩，已,1557,3,20210317,10.86730101,分析 低开 震荡 成交量 萎缩,
交易复盘：如我所料数字经济俨然已成为新的主线，踏空,4962,74,20221013,241.7934799,交易 复盘 所料 数字 经济 俨然 新 主线 踏空,
姿势要美，准备抄底！,1899,11,20220915,36.89748374,姿势 美 抄底,
已经没有耐心了2年多投入53万，今天全部清仓亏了28万,7754,22,20180917,72.86133403,耐心 投入 亏了,
3200点不是底，而是半山腰。,9592,10,20180225,33.89366821,底 半山腰,
2022跨年妖股花落谁家？建议收藏！,6560,45,20221127,147.5859163,跨年 花落谁家 建议 收藏,
今日计划，包钢股份，山东章鼓不板止盈，关注长江健康,3584,4,20210730,14.2440288,计划 山东 章鼓 不板 止盈 关注 长江 健康,
最后的疯狂，还是老策略，冲高就跑[大笑]，千万不要相,2868,5,20180123,17.4601527,疯狂 老 策略 冲高 大笑 千万 相,
股民朋友们，我要更正，下周大盘上证指数最高2920附近,1113,3,20190531,10.81627331,股民 朋友 更正,
耐心等待上涨的过程，见好就收,6484,11,20220320,37.08414505,耐心 等待 上涨 过程 见好就收,
A股利好消息总结：1，多部门联合整治“黑嘴”恶意唱空,1092,15,20210829,49.81337792,利好 消息 部门 联合 整治 黑嘴 恶意 唱空,
为什么独角兽在港股IPO后接连破发？,12838,22,20180630,72.93797408,独角兽 IPO 接连 破发,
7月2日3514低点正好符合6月18日公式,1291,3,20210704,10.83882418,低点 正好 符合 公式,
放量了，散户都在跟，难道要直接干过3400？,2355,6,20180305,20.68019682,放量 散户 干过,
2017重磅——大宝剑      &,2583,5,20180122,17.44424354,重磅 宝剑,
是不是要跳水了,1060,11,20200827,36.80885705,跳水,
下周可以操作，快进快出，3300点一到，全数撤退,5899,5,20180213,17.56977244,操作 快 进快 出 一到 全数 撤退,
A股能上行多远，详细解读与分析。首先，我们做交易需,3513,24,20200226,79.24098735,上行 多远 详细 解读 分析 做 交易 需,
2021.8.16实盘记录操作复盘：5.38卖出中国电建，10.05,2782,12,20210816,40.20552499,实盘 操作 复盘 卖出 电建,
周评：指数杀跌之后，下周能反弹吗？哪些板块值得后市,2967,6,20220326,20.71531114,周评 杀跌 反弹 值得,
"操作 | 遍地带血筹码,考验勇气的时候到了！",44474,214,20220411,697.1268372,操作 遍地 带血 筹码 考验 勇气,
还等什么，低吸机会来了，不然就下车了，失去仓位就失,1486,3,20180309,10.86020658,低吸 机会 下车 仓位 就失,
03.10.绞肉机开启半个马达.,26591,87,20200309,284.2986571,绞肉机 开启 半个 马达,
致去年躺着赚钱的新韭菜们,3941,10,20210308,33.75846225,去年 躺 赚钱的 新 韭菜,
大家看到了希望结果吗？你以为50跌，你的票就涨？只会,1389,3,20180119,10.84994579,希望 跌 票 涨 只会,
还有五分钟，上证大盘看好收红，不服的留言,1756,3,20180530,10.88558358,五分钟 看好 收红 不服 留言,
你的科技股。二月中旬没有逃顶的，没有听神机劝告的，,56806,364,20200411,1184.664038,科技股 二月 中旬 逃顶 听 神机 劝告,
没有理由大涨啊,1351,3,20180804,10.84572937,理由 大涨,
2022.03.25 星期五 下午操作,2767,11,20220325,36.95470321,操作,
A股喜收9连阳，还能再加仓么？,9203,51,20220516,167.1373753,喜收 连阳,
前几天提示的空头方向还在继续中,3055,11,20190501,36.96975393,前 几天 提示 空头,
大家都拿好筹码别被庄家洗出去了，这是典型的借利空洗,1719,4,20180224,14.13234656,筹码 庄家 洗出去 典型 利空 洗,
说大盘危险的人都是不懂装懂，下周你再看！,1059,15,20200522,49.80871359,说 危险的 不懂装懂,
明天的路在哪里？8.16,1528,5,20220816,17.36444317,路,
大家看看，没一个好股，被套死了,2090,52,20200514,170.1620512,没 好股 被套 死,
4.29 节后大概率下跌,1434,6,20220429,20.6047922,节后 概率 下跌,
炒股取胜唯一之法,12595,25,20180122,82.68506936,炒股 取胜 唯一 法,
现炒现卖[呲牙]刚学的波浪理论，个人理解，如有理解有,1446,35,20200923,114.8560589,现炒现卖 呲 刚学 波浪理论 理解 理解,
大盘下跌原因找到了吗？什么位置是底，大盘我也跟大家,1265,17,20221028,56.33573168,下跌 原因 找到 位置 底,
酿酒板块还在持续砸盘，白酒板块就把整个市场拖下水了,7384,13,20210817,43.60390209,酿酒 持续 砸盘 白酒 拖下水,
踩在庄家肩上……泪水血汗散户必看！！！,7008,29,20220118,95.59595793,踩 庄家 肩上 泪水 血汗 散户 必看,
策略A股大跌后 唯一应对策略只有一个,5166,5,20210308,17.54960404,策略 大跌 唯一 应对 策略,
下周满仓干。神机将从目前7成仓，加到满仓，按照科技+,4037,35,20210704,115.0121206,干 神机 成仓加,
美股大跌对A股影响大不大假期、欧美市场大幅波动、对A,1197,13,20200627,43.32733295,大跌 影响 大不大 假期 欧美 大幅 波动 A,
价值投资的原始动力是什么？,1588,10,20220709,33.62029767,价值 投资 原始 动力,
《明日脚踩3450攻击3464》昨日预测今天大盘至少攻击34,74867,1132,20210511,3680.706002,脚 踩 攻击 至少 攻击,
暴揍青铜。很不幸，神机这局逆风局。王牌空军飞行员，,5706,91,20200708,297.0647161,暴揍 青铜 不幸 神机 局 逆风 局 王牌 空军 飞行员,
七月不用看盘，没有暴跌也无暴涨。,2026,4,20180131,14.1573238,七月 不用 看盘 暴跌 暴涨,
中天科技：有多少人被主力洗出了？今天收盘高于11.7，,2203,5,20210326,17.42005507,主力 洗出 收盘 高于,
今天问了问一个老人赚了多少了，他不会啥技术基本一点,10326,42,20200805,137.9048762,问 问 老人 赚 技术 一点,
标准的反转K线形态能否助推大盘的向上大涨？,2641,35,20200414,114.9476189,标准 反转 K 线 形态 助推 向上 大涨,
阿狸复盘9.28,7879,38,20220928,124.8637649,阿狸 复盘,
可笑，美国股市跌1%左右声成为暴趺。A股市场d100分之,1616,3,20190211,10.87295447,可笑 美国股市 跌 声 暴趺,
持股B反,5922,17,20210305,56.57036394,B 反,
6-21接下来军工逐步止盈.科技估计板块轮动到7月.左侧,2819,30,20210621,98.70753328,军工 止盈 轮动 左侧,
股海多娇：回答股友们提出的关于如何补仓的问题（个人,27230,131,20200309,427.3022667,股海 多娇 回答 股友们 提出 补仓,
港股低位震荡，价值洼地目前可以布局吗？,3112,9,20220331,30.47256386,低位 震荡 价值 洼地 布局,
市场梳理大盘这里突破了3600后震荡整固是很正常的。没,2252,39,20210119,127.9233989,梳理 突破 震荡 整固 没,
感觉踏空了[哭][哭] 割肉割在地板上了,1306,3,20190326,10.84058011,感觉 踏空 哭哭 割肉 割 地板,
21或24日高点,4274,11,20200817,37.02079208,高点,
大盘分析高手：今天开盘缺口是三浪向上突破缺口,1661,13,20200305,43.37712937,分析 高手 开盘 缺口 三浪 向上 突破 缺口,
数字江恩：大盘的买点在哪里,1073,3,20200309,10.8107099,数字 江恩 买点,
世界正在发生惊天反向巨变[大笑][大笑]A股崛起将至，,1010,26,20211128,85.55151248,世界 发生 惊天 反向 巨变 大笑 大笑 崛起,
都吓尿了。明天大盘中阳。,13694,16,20180803,53.44778561,尿 中阳,
锂矿拍卖价格再创新高，“锂王”业绩爆棚，哪些利好要,1783,4,20221019,14.13790297,锂 矿 拍卖 价格 再创新高 锂 王 业绩 爆棚 利好,
谁能告诉我为什么我昨天卖了一个股票明明是赚了两百多,1290,3,20210511,10.8387064,告诉 卖 股票 明明 赚 两百多,
深证成指和创业板指已经基本调整完毕，明日有望止跌企,1131,3,20200826,10.81871191,指 调整 完毕 有望 止跌 企,
3000点附近，白酒，医药，游戏轮番上扬，要不要右侧交,2705,9,20221102,30.45125854,白酒 游戏 轮番 上扬 右侧 交,
7月最后一周开始需要注意下,10683,115,20200709,375.1600426,一周,
牛市已来！满仓冲啊！发红包啦,1421,9,20190227,30.35340793,已来 发红包,
不知要救多久？,4282,6,20180118,20.77107633,不知 救 多久,
买入并持有华能国际的理由,1232,7,20210313,23.83171375,持有 理由,
今天盈利10700今天十大金刚10个收红的，0个收绿的。涨,1848,26,20200526,85.64334569,盈利 十大 金刚 收红 收绿 涨,
新股开盘将全面破发  报应正式来到 谁申购中签新股 谁,5314,4,20180716,14.30389754,开盘 破发 报应 正式 来到 申购 中签,
这就是砖家们盼了几年的MSCI牛市,2837,9,20180702,30.45850077,砖家们 盼 几年 MSCI,
我，盛一三，今天郑重声明，我要拜师学艺。师父，你在,1536,35,20210516,114.8652369,我盛 一三 郑重声明 我要 拜师学艺 师父,
夜已深，主力真是太懂散户了！今日尾盘跳水逼迫散户离,4240,26,20220518,85.76957805,夜 深 主力 真是太 懂 散户 尾盘 跳水 逼迫 散户,
近期操盘细节分享,6718,3,20180617,11.089534,近期 操盘 细节 分享,
明天低开可以介入，今天介入的明天拉高就出，明天大涨,1725,3,20190827,10.88287618,低开 介入 介入 拉高 出 大涨,
10个股民九个亏，这市场不是坑人是什么，不是圈钱是什,3096,9,20190127,30.47178033,股民 九个 亏 坑人 圈钱 什,
看空看多自己判断,1795,18,20200522,59.63892256,看空 看多 判断,
尾盘谁还有跳水表演，没有我就去睡了。昨天说清仓疫苗,1441,12,20200804,40.10553239,尾盘 跳水 表演 说 疫苗,
指数完成补缺任务！券商可逢低关注！指数早盘直接跳空,1254,3,20220711,10.83440414,补缺 券商 可逢 低 关注 早盘 跳空,
我的操作水平属于哪个层次？,7571,24,20190416,79.35770364,操作 水平 层次,
为什么不干脆补了缺口？,3187,6,20190514,20.72618372,干脆 补 缺口,
早评：反复追涨，反复被套昨晚，美股强势反弹，叠加最,1762,6,20220908,20.63610207,早评 反复 追涨 反复 被套 昨晚 强势 反弹 叠加,
现在知道谁是真的牛了吧,2067,6,20190328,20.66036917,真的 牛,
威震霸天，你妈喊你回家吃药了！,5600,3,20180530,11.06186581,威震 霸天 妈 喊 回家 吃药,
割不割？在线等，挺急的！,1050,24,20221024,79.05741625,割不割 在线 挺 急,
筹码甩光了彻底休息了可以安心做空股指期货了,2585,7,20180920,23.94436119,筹码 甩光 休息 安心 做空,
2022-10-12大盘短线3023-2999压力考验2975止跌支撑修,1361,14,20221012,46.59685034,短线 压力 考验 止跌 支撑 修,
功夫在股外股道不酬勤[胜利],1242,4,20200816,14.08294256,功夫 股外 股道 不酬 勤 胜利,
全仓硬抗中，三天损失7万多，17、18年都全仓硬抗过来,1751,5,20190429,17.38515015,全仓 硬抗 三天 损失 万多 全仓 硬抗,
每日计划，大港股份不反包止盈，振东制药低吸做T，二,15155,29,20210609,95.71319458,计划 不反 包止 盈振东 低吸 做 T 二,
明天就清仓了，玩了半年赚了1W3[大哭][大哭][大哭],1118,9,20200910,30.31695463,玩 半年 赚 大哭 大哭 大哭,
0121猴哥基金收评：盘面节后大牛布局机会往往在节前挖,9951,46,20220121,150.8992534,猴哥 基金 盘面 节后 大牛 布局 机会 节前 挖,
10月后半月有回落时间段，切勿“温饱”思牛市！,2337,65,20221014,212.4290305,半月 回落 时间段 温饱 思,
今日低吸抓涨停票:昨天的融捷健康和奥园美谷大肉止盈,1235,19,20210512,62.83208344,低吸 抓 涨停 票 融捷 健康 奥园 美谷 大肉 止盈,
关于钠离子电池赛道的一些分析，仅供大家参考！,5150,76,20210718,248.2991325,钠离子 赛道 分析 仅供 参考,
随着外资等长线资金的进入，杨玲表示，A股暴涨暴跌牛,1653,4,20191214,14.1263955,外资 长线 资金 杨玲 暴涨暴跌 牛,
这是被大盘误杀的两个好股，抄底的机会，大盘一红直接,1470,7,20220506,23.85856107,误杀 两个 好股 抄底 机会 一红,
周帖：1：周五出现了一根大阳线，大盘是向上突破的，,5548,23,20210516,76.06044776,周帖 周五 一根 大阳线 向上 突破,
从月线来看，沪指最多跌到哪里？为何说期盼的股灾底部,1558,9,20220427,30.36739861,从月线 沪 指 最多 跌 说 期盼 股灾 底部,
今天A股突然下跌32点，尾盘跳水是什么意思？接下来行,5557,52,20220721,170.3106941,突然下跌 尾盘 跳水 行,
医疗受挫小俊认为是机会，哪个药更强些,2508,4,20221108,14.18976464,受挫 小俊 机会 药 更强,
今天才星期二，注定是要回补的,1119,23,20200226,75.81709053,注定 回补,
9月16日上证收评：指数冲高回落，反弹结束了吗？周五,3238,3,20200916,10.9785969,冲高回落 反弹 结束 周五,
洲明科技，翻倍行情，再创新高！,1513,12,20220629,40.11294362,洲明 翻倍 再创新高,
真是奇怪了 真的是灵异事件 我在上证吧再次出现是在20,3507,7,20180429,23.99072752,奇怪 真的 灵异 事件 再次出现,
炒股快4年就中了一次签，本钱50万，目前亏了30万，,1911,4,20200131,14.14844124,炒股 快 签 本钱 亏了,
同力日升，昨天又T字板，这个T字板因为下面量大，上面,4161,7,20210330,24.0167192,日升 T 字板 T 字板 量,
洗盘还没有结束耐心等待买入机会！,2793,3,20180117,10.95612483,洗盘 结束 耐心 等待 机会,
关注教育股和科创板强势股票,5760,85,20211014,277.5661479,关注 教育 股和科 创板 强势 股票,
低开毋庸置疑！德指刚也低开了！,1382,3,20190503,10.84917782,低开 毋庸置疑 德 指刚 低开,
昨天说的中药如期爆发，高位股大多崩盘。券商虽然骗炮,2039,14,20210702,46.65829603,说 中药 爆发 高位 股 崩盘 券商 骗炮,
5.23操作贴：40w实仓待涨，混合基金我坚持补仓,1472,3,20220524,10.85876773,操作 贴 实仓待 涨 混合 基金 补仓,
闷死！,1906,10,20200207,33.64804301,闷死,
大盘今日出现日线级别的卖点,1105,8,20200108,27.0651768,日线 级别 卖点,
外围下跌，怎么分析,5100,4,20220823,14.29764956,外围 下跌 分析,
指数回调，妖孽横行！,1137,5,20221217,17.31951616,回调 妖孽 横行,
【明天开始尝试突破】,3294,64,20220530,209.2312033,尝试 突破,
今天机会出现，等待见底信号出现。做好准备，开门作战,1051,18,20221223,59.55756095,机会 等待 见底 信号 做好 开门 作战,
银行、证券、石油股大涨才能带动各指数周线均线多头排,1042,3,20220531,10.8062537,银行 证券 石油 股 大涨 带动 周线 均线 多头 排,
难度较大的小游戏,3240,3,20180623,10.97869075,难度 较大 小游戏,
执行纪律，静观其变（12.29午）,4642,25,20201229,82.5333468,执行 纪律 静观其变 午,
收盘啦，继续学习写古诗[想一下][想一下],23807,23,20180529,76.28184664,收盘 学习 写 古诗 想 想,
话说   大盘03.01盘中,6951,45,20220301,147.5947166,盘中,
2017年底美国的加息必然造成全球连锁反映，明年必有更,8394,6,20180428,20.87338914,年底 美国 加息 全球 连锁 必有 更,
清仓避险,4670,4,20180401,14.28426091,避险,
11.4日大事汇总及简评1.发改委：山西、内蒙古、陕西严,2140,68,20211104,222.1656448,大事 汇总 简评 发改委 山西 内蒙古 陕西 严,
明阳超预期的一季报,3011,3,20220408,10.96754876,明阳 超预期 季报,
富士康上市之日，就是大盘闪崩之时。,3161,8,20180701,27.22493857,富士康 上市 闪崩之时,
人美股都新高了，你再瞅瞅你。天天指望着你价值投资，,1188,9,20200827,30.32618575,新高 瞅 瞅 天天 指望 价值 投资,
回光返照，有货抓紧出！,1252,3,20190513,10.83416152,回光返照 货 抓紧 出,
大小非88888888可厉害了,2812,3,20180101,10.95715536,大小 非 厉害,
11.17  肉到手！！！,1168,20,20221117,66.07360499,肉 到手,
现在已没人够胆讲A股可以长线投资了。,1762,12,20190531,40.13610207,没人够 胆 讲 长线 投资,
目前坚决看多，欢迎来打脸！4月18第一帖看空两周左右,1174,21,20200605,69.32438383,看多 脸 第一 帖 看空 两周,
今天的利空又是因为啥啊,1036,6,20210820,20.55537591,利空 是因为,
【跟着牛人有肉吃】中长期尚处于盘整趋势,63546,44,20200318,144.6810809,跟着 牛人 肉 吃 中长期 尚 处于 盘整 趋势,
突发！美股也搞绝地反击！A股狂风暴雨警报解除?,27024,77,20221014,251.8011124,突发 搞 绝地 反击 狂风暴雨 警报 解除,
今天走势正是上天的安排，大盘和外围无关吗，那是关系,9277,79,20211216,258.1385926,走势 上天 安排 外围 无关 关系,
亏钱了咩一一一一一一一一一一一一一一一一一一一gjd,76966,217,20180430,706.9602046,亏钱 咩 gjd,
广大中小投资者千万别相信机构荐股！,1331,3,20180429,10.84346232,投资者 千万别 机构 荐 股,
股市的一笔帐，很多人一辈子都不明白……,1018,7,20221203,23.80271172,股市 一笔 帐 一辈子 明白,
川能动力：亚洲第一锂矿地位没有改变，国内实质性开采,1068,3,20210603,10.80999994,川能 动力 亚洲 第一 锂 矿 地位 改变 国内 实质性 开采,
白酒板块疫情好转后面有修复预期优质舍得酒业五粮液泸,2285,21,20220723,69.42561017,白酒 好转 修复 优质 舍得 酒业 泸,
2021-10-11收评（喜欢的朋友记得留[献花]）：空仓闲来,3292,99,20211011,322.9811109,喜欢的 朋友 记得 留 献花 空仓 闲来,
明天是判断大周期强弱的时间窗口,5118,23,20221019,76.0481851,判断 周期 强弱 时间 窗口,
克明食品2022年中报解读——,1589,4,20220822,14.12039336,克明 中报 解读,
你们都在吗？…再问一下：新闻，都看了吗？#一天杀一,1331,4,20220930,14.09346232,问,
不要骂人 文明探讨,8043,49,20190202,160.6168963,骂人 文明 探讨,
腊月的味道……喝酒。祝福我的粉丝好好享受股市给你的,9783,263,20210121,856.1466652,腊月 味道 喝酒 祝福 好好 享受 股市,
现在股票真的没得玩了！先是次新股、小盘股闪崩，现在,2445,5,20180125,17.4358976,股票 真的 没得 玩 先是 小盘股 闪崩,
多娇复盘：周一，市场是出现了一定的震荡，很多人把今,7353,62,20200511,202.8532626,多娇 复盘 周一 震荡,
股海多娇：养成良好的生活习惯。好的生活质量和充足的,16873,139,20200318,453.2295173,股海 多娇 养成 良好的 生活习惯 生活 质量 充足,
哪些股民将被红牌警告或劝退? 第一财经 06-19 10,21720,48,20180121,157.5179009,股民 红牌 警告 劝退 第一 财经,
银行股涨是因股息率高 券商涨不知为什么,2760,5,20180403,17.45431818,银行 股涨 股息率 高 券商 涨 不知,
这两天久久不能平静，死来想去，炒股需要付出的代价，,1110,12,20210309,40.06586304,久久 不能平静 死来 想 炒股 付出 代价,
[微笑][微笑]6月看涨[微笑][微笑],2460,4,20180628,14.18682729,微笑 微笑 看涨 微笑 微笑,
1206，周二，不知道昨天有多少人赚了钱，但是我看很多,1995,14,20221206,46.65498002,周二 赚了钱,
如果有人天天给我钱 让我说他好  我肯定说  有好处为,7540,16,20180801,53.35707997,有人 天天 钱 说 肯定 说 好处,
周一回调或是加仓的好时机，我也在等待机会,2444,10,20220828,33.68583542,周一 回调 好时机 等待 机会,
2018年炒房还是赚的，种植脐橙还是赚的。还有什么行业,1955,4,20190315,14.15190137,炒房 赚 种植 脐橙 赚 行业,
8.14早评七夕节，祝大家周末愉快！,6488,9,20210814,30.58423879,早评 七夕节 祝 愉快,
不要跳水不要跳水不要跳水求求你,1088,18,20200720,59.56282011,跳水 跳水 跳水 求求,
