Title,Readership,Commants,PostingTime
能源光伏佛塑科技可能一越升天。,503,0,2023/12/24
明天的上证指数，调整继续，包括今天的这根K线，昨天,527,0,2023/12/24
关注反弹的量能和力度【今日操作策略】首先、昨日市场,509,0,2023/12/24
我们从大盘分时图可以看到，大盘高开高走，涨跌+25.54,488,0,2023/12/24
我们在前边的回顾里：“对于大盘在这里快速下跌，在星,378,0,2023/12/24
上药努力让科技创新成果更好惠及消费者，格莱菲石墨烯,397,0,2023/12/24
东旭蓝天乃光伏板块中的妖王，狠角色一般最后出场!,403,0,2023/12/24
12.24早盘策略外围运行平稳，美股也要假日休息了，整,5405,125,2023/12/24
色，白，啤一起涨上天，可是第四类酒的股价却没涨过，,360,0,2023/12/24
目前的大盘10%的股票持续新高！牛市一样！90%的跌成翔,808,0,2023/12/24
这些大湿砖家每天都预测大盘走势你们真的猜对了吗？白,421,1,2023/12/24
12.23郑州煤电4板，ST8板，次新1板，贵州茅台89亿，上,421,1,2023/12/24
看跌30+,395,1,2023/12/24
所有散户近期都不要追酒了更不能买基金，酒热过头了，,385,0,2023/12/24
46贴：天价股与地价股看法。天价股票已经越涨越高了，,2380,48,2023/12/24
99％的人，应该认不出来这是哪位企业家[捂嘴],884,10,2023/12/24
天天心情----谈谈游击仓游击仓的设定和运用，这是zy操,431,0,2023/12/24
【上交所：坚守科创板定位，赋能集成电路等“硬科技”,458,0,2023/12/24
【四季度味精价格实现15连涨行业景气望逐渐上行】据卓,1015,0,2023/12/24
聚焦关键领域新一轮扩内需大幕将启“十四五”开局之年,560,0,2023/12/24
今天周期要表现一下了，继续看好有色和科技。,523,2,2023/12/24
年终结算落袋为安，不要做仁东式的接盘侠,476,0,2023/12/24
昨天美股指数涨跌不一，尤其是纳斯达克尾盘跳水收跌，,591,0,2023/12/24
600449宁夏建材严重错杀的黑马。当前股价市盈率6倍，,628,1,2023/12/24
投资者结构向机构化转移是个伪命题！为什么？因为机构,439,2,2023/12/24
本月猴市，上蹿下跳，上个月底已经预判了[偷笑],419,0,2023/12/24
现在A股体量越来越大，上市公司也越来越多！保守的估,970,1,2023/12/24
新基建是国家建设的主力军！大西北基建板块龙头股跌破,528,0,2023/12/24
《虞美人炒股》早年炒股大厅上。买卖交割忙。后来炒股,450,0,2023/12/24
高价股的秘密,467,1,2023/12/24
继续抱团盛屯矿业，格林美，天齐锂业。,561,0,2023/12/24
疫情爆发国股市没有大幅波动，英国股市也没有继续暴跌,488,1,2023/12/24
与其奢望改变别人，不如改变自己，让自己在变得更好的,1353,0,2023/12/24
挺住，下星期是回血的日子，然后再来2021开门红，这两,614,0,2023/12/24
医保单一客户，一折招标一折谈判，带金出局，病种包干,472,0,2023/12/24
昨天的操作还是很失败，预判错了白酒的走势，大盘普涨,391,0,2023/12/24
金溢科技已经下跌九个多月了,431,0,2023/12/24
财经晚报|2020.12.24星期四1、最高人民检察院即召开党,451,0,2023/12/24
月线观察:涨无连阴，跌无连阳。长跌连阳后，低点可建,405,0,2023/12/24
财经早报|2020.12.24星期四1、中央财经委员会办公室副,568,0,2023/12/24
12月不错，我赚钱了！我相信所有基民都赚钱了！,414,0,2023/12/24
牛能量在快速聚集，突破在即！。。,422,0,2023/12/24
估计上证还得回踩一下3300点,441,1,2023/12/24
为啥美股总是创新高？因为太多人觉得它会暴跌，又能做,399,0,2023/12/24
特发由赔钱变赚钱，在涨到9%时减了仓，当然昨天早盘也,444,0,2023/12/24
昨晚外围股市全线上涨，看下主攻品种，竟然与A股我所,436,0,2023/12/24
炒股多年，现在越来越迷茫，已经分不清那些股票事好股,425,0,2023/12/24
000851高鸿股份（1.5亿）投资（国唐汽车）,1403,4,2023/12/24
外盘大涨，我们又是大跌。,373,1,2023/12/24
酒不跌大盘不涨,511,2,2023/12/24
周线观察:连阳之后低成底，跌破之后能反弹。连阴成坑,359,0,2023/12/24
金龙鱼，你慢慢涨，元旦前涨到111,510,0,2023/12/24
说的好！！！！,365,0,2023/12/24
猎杀时刻,367,0,2023/12/24
希望今天以后的每一天都能股市长虹,446,1,2023/12/24
这么多都是利好消息！但你能留住人吗？保证今天不跌吗,458,1,2023/12/24
贵州茅台股份划转。上次公布股份划转是2019年12月25日,614,0,2023/12/24
每年净利润增长百分之二十左右算不算蓝筹股票,456,1,2023/12/24
！中国A股市场.无论机构.游资.个人，拿出资金投入股市,522,0,2023/12/24
平衡市做题材个股,359,0,2023/12/24
电力，梅雁股份，起飞？,385,0,2023/12/24
警告散户踊跃接盘白酒，醒醒吧涨幅巨大还能翻倍吗？,388,0,2023/12/24
仔细看看全球和中国的各类指数的趋势表现.。联想到明,1399,1,2023/12/24
【最后9天！即将全国禁用】根据国家发改委和生态环境,484,1,2023/12/24
23日港资买净入—401万元，持股占13.01%。当日小单成,429,0,2023/12/24
智慧农业，奥特佳，大洋电机，明天我看好这三个，立帖,403,0,2023/12/24
酒类股就是开张吃三年，过后熊八年！,383,0,2023/12/24
我最爱的金龙鱼，千万不要涨停，要不停的涨，今年的收,597,2,2023/12/24
读贴有感:明天跌。看了吧里大神分析，只有一种感觉，,466,0,2023/12/24
明天重点关注天沃科技，买点：高开5%-7%，竞价成交8万,601,0,2023/12/24
扑街咯，利欧股份的抽水泵在金球农田，水利排水，抽风,486,1,2023/12/24
锂电正极材料，锂电池核心占比超六成牛股发祥地！此文,1376,0,2023/12/24
圣诞元旦，乘圣追,436,0,2023/12/24
今天给大家明确建议，目前指数最差跌到3200点，券商是,607,4,2023/12/24
祝贺大盘既将创新高！[福][看多][看多][看多][财力],495,0,2023/12/24
低价汽车股会走出低价酒类股的走势吗？近期低价酒类股,474,0,2023/12/24
牛市即将到来，银行引领风骚。预言者,474,0,2023/12/24
准备好了吗，今天可是要大涨了，也有点出息吧，在3400,429,0,2023/12/24
今白酒为什么突然回调，一是获利盘比较丰厚，短线客出,6060,42,2023/12/24
[捂脸]我不是神，不要奢望我能每个月都妖，而且我现在,743,2,2023/12/24
汇顶科技我们需要一个说法……,418,0,2023/12/24
今天大盘还可以，应该很多人都是小赚，明日大涨可能性,865,0,2023/12/24
买众信旅游吧，砸岀黄金坑了,402,0,2023/12/24
明天预测，高开低走回踩3340,409,0,2023/12/24
注册制下当然生态也有些变了，退市越来越严格，数据差,438,0,2023/12/24
我有种预感，白酒明天还要涨,423,1,2023/12/24
炒作特别有意思，你看券商也好，媒体也好，炒作一个板,427,0,2023/12/24
12月4日2万3，玩到今天22万9，就问你牛不牛,445,0,2023/12/24
股市真的是太难了，深深地伤了我小散的心！,439,0,2023/12/24
超级超级干货！不点进来看后悔好一阵子！大家晚上好！,2367,24,2023/12/24
酒至少得有8个票跌停了，快逃命吧！！！,382,0,2023/12/24
发这么多上市公司，老夫觉得都吃什么呢，还有粮食吗，,439,0,2023/12/24
文化…………,408,0,2023/12/24
"我预感明天开始要大跌了,一直跌到明年年初",530,1,2023/12/24
密切注意富士A50期指近一周走势,606,1,2023/12/24
通威股份首板，预计还有三板,370,0,2023/12/24
我发起了一个投票，【#上证指数#元旦前3500可以达到吗,495,0,2023/12/24
今日大盘反弹收红，最高点位在3394点，收盘3382，从收,460,0,2023/12/24
看好，大A，大A这么优秀,402,0,2023/12/24
申请新股需要什么条件,446,0,2023/12/24
茅台死万物生[微笑][微笑],398,0,2023/12/24
不多说，周线二次底背离，日线也底背离，看涨。第一目,493,0,2023/12/24
明天可能回踩3355,427,2,2023/12/24
60日线是多少点？,394,0,2023/12/24
拿十万参与委托炒股，结果钱被骗走了，警察费了好大劲,576,0,2023/12/24
有没有觉得明天要走出D的,386,0,2023/12/23
每天哪个板块涨和跌，我连续十几天都预测对了，基金每,453,0,2023/12/23
3400很难吗，股票跌惨了[哭][哭][哭][哭],394,0,2023/12/23
节前，必到3100[大笑][大笑][大笑][大笑],463,2,2023/12/23
财通证券发行的转债12月28日上市交易。,651,0,2023/12/23
假设上市公司的原始股永远不能上市流通，只能靠公司盈,534,0,2023/12/23
原油多单获利，布局47.1的空单止损出局，明天再战！手,656,0,2023/12/23
跌了不要慌，稳坐钓台涨了不要贪，见好就收,410,0,2023/12/23
尾盘短线可以这么玩？,389,0,2023/12/23
1875空66--64止盈，晚安,370,0,2023/12/23
坚决布局电力大蓝筹！,401,1,2023/12/23
喝酒演绎最后的疯狂,394,1,2023/12/23
今天的晨曦算是追高买吗？,367,0,2023/12/23
渔夫山泉不用天天辱骂，说你就是一个工厂司机难道不是,478,1,2023/12/23
【002716】《金贵银业》｛重组落地｝,461,0,2023/12/23
12-23持股大涨，继续上龙头！持仓回顾天齐锂业：继续,669,0,2023/12/23
现在的行情是庄家喝着酒吃着药开着新能源汽车，在车内,451,0,2023/12/23
谁能告诉下中国卫星核心题材到底是什么？准备抄底可以,403,1,2023/12/23
只要这个月新股次新股再妖？渔夫山泉你奈我何？18熊市,457,0,2023/12/23
近日强势股纷纷掉头，这也许是平台调整浪第三浪下跌主,471,1,2023/12/23
不要仅仅因为看见或是预感股价的涨跌而卖出，但是经过,454,1,2023/12/23
炒股几年，深刻的明白，股市就是人性的修炼场。总结几,991,3,2023/12/23
看下历年，没有什么固定的12月跌，这个股市从不缺钱，,734,2,2023/12/23
今天白酒下跌是最大的看点。新能源接下来会出现一些分,719,8,2023/12/23
烟酒烟酒！酒完了，该烟了,425,0,2023/12/23
酒完了该烟了！烟酒不分家！,438,0,2023/12/23
重温小散炒股常见十大恶习：1.每天盯着交易帐户看盈亏,749,2,2023/12/23
光伏能源20强，中利集团,467,0,2023/12/23
你们真以为白酒是简单酒吗。喝酒了利好。酒店，利好娱,426,0,2023/12/23
请问早盘9:15挂单与9:24挂单有什么区别?都是在9:25成,653,1,2023/12/23
大盘多日来一直诱多，本周肯定有个落九天的瀑布。一定,549,1,2023/12/23
[怒],371,0,2023/12/23
我对华友钴业这只实力派股非常看好，当然只是我个人看,727,0,2023/12/23
买到白马股有可能年年业绩好，买到垃圾股有可能年年亏,448,0,2023/12/23
冷风继续吹，树叶落了又落，湖水依然平静。当我们憧憬,631,0,2023/12/23
今天是2020年12月23日，指数很快会下跌至3200点以下，,730,3,2023/12/23
我在2017年买过恒瑞医药，也买过涪陵榨菜。都赚了一点,1154,2,2023/12/23
我们知道，没人可以随便成功，成功需要坚持，坚持需要,553,0,2023/12/23
反包阴线短期看多，不反包看跌,396,0,2023/12/23
早就感觉白酒太高了，离场了，结果错失良机，感觉次新,432,0,2023/12/23
有方向，有定力[献花][献花][献花][献花][献花],570,0,2023/12/23
白酒抱团结束，新风口要来了！,412,0,2023/12/23
大家快看，欧美暴涨，A50疯了，明天开盘满仓抢筹码,545,3,2023/12/23
看道如果今晚大涨明天我们必暴跌,444,1,2023/12/23
不好意思，今晚有点事，文章就不外发了~~,7304,71,2023/12/23
现在的股市重现大秦赋格局：出逃、腰斩、活埋。,427,1,2023/12/23
我的法克、这我大A明天不得来一根长阳？！,405,0,2023/12/23
今天半导体元器件等大科技上涨幅度居前，酿酒医药跌幅,611,0,2023/12/23
股市里和气生财？能吗？嗯(^^),436,0,2023/12/23
我也是个人才，今天自选才绿四个，其中两个有仓位[笑,449,1,2023/12/23
最近血亏，差点都放弃了希望。等熬过这周吧，不知道自,893,22,2023/12/23
来来来，纪念下！,488,1,2023/12/23
"3465点只是一层窗户纸一捅就破,3587点新的起点,4000点",849,1,2023/12/23
股市啥时进入牛市啊？我的资金都给他存半年啦！,379,0,2023/12/23
明天不暴跌就按6400亿发，暴跌了可以减少一点发，先放,532,1,2023/12/23
今年的行情有点怪！不是单一品种，走妖，吸引市场全部,481,0,2023/12/23
现在典型蓝筹股的天下、我本月又杀回来了、赚8%左右、,503,0,2023/12/23
现在大部分白洒类的股价风险比较高，个人观点，如果一,461,0,2023/12/23
周三复盘，不看就是浪费资源哟,581,0,2023/12/23
最近有关部门多频率积极表态，为股市打牛气，这也为‘,486,1,2023/12/23
2020年12月23日，调整部分股票,387,0,2023/12/23
今明两天，美股不开市，A股算是得救了！,472,1,2023/12/23
//@一叶一如来202010 :谢谢铁磁多帮我转转贴,498,0,2023/12/23
今天白酒板块还收了一个阳线，我还没注意我以为收的是,484,0,2023/12/23
现在的行情，卧倒等拉伸就是了，别老追涨杀跌的,432,0,2023/12/23
大豪科技这种股票还用分析吗？连续这么多一字板开板之,499,0,2023/12/23
酒喝够没有。？？？？什么时候吃药啊[哭][哭][哭][哭],454,1,2023/12/23
中国股市剪影——市场第一，资金第一，生存第一。其他,546,0,2023/12/23
今年白酒的嗨是基金公司们在自娱自乐，明年，待到春暖,531,1,2023/12/23
辰欣药业：高管低价8.42元股权激励伤害股民，股民为啥,493,1,2023/12/23
金种子酒，持股中。,518,0,2023/12/23
2020.12.2312.23日a股日评与后市展望上证指数短期观点,619,0,2023/12/23
《结构化牛市中只做趋势向上的板块》注册制下股票太多,64451,288,2023/12/23
为什么这半个月大盘没怎么跌，个股确跌的稀里哗啦,521,3,2023/12/23
能走成这样已经很不错了，至少给了机会,424,0,2023/12/23
数知科技：预计计提商誉减值金额约56亿元至61亿元,575,0,2023/12/23
大北农，京东方我已经清仓了，主力可以拉高了[捂脸]，,524,0,2023/12/23
今天居然没有人谈明年新股增发到6400亿，大盘明天又要,490,0,2023/12/23
大家猜猜，白酒类股票出来的资金最有可能进入那个板块,549,1,2023/12/23
贵行这么低高管们为什么不增持啊？苏州银行高管们都增,427,0,2023/12/23
还有几天就牛年了[鼓掌]希望是健康牛,437,1,2023/12/23
中信加2489手空单，明天大盘危险了,826,5,2023/12/23
2020/12/23：今日复盘,2801,21,2023/12/23
各股下来了就回不去了[哭][哭][哭],449,0,2023/12/23
强烈要求大家配置茅台，,445,1,2023/12/23
12月14日阴中阳重现话不多说加仓，没钱了！,428,0,2023/12/23
酒要打倒满地都是！,413,0,2023/12/23
军工板块在15年之后，沉寂了5年之久，市盈率从200倍下,754,0,2023/12/23
又是老乡别走的节奏,481,0,2023/12/23
12月24日操作提示,6893,14,2023/12/23
明天星期四，资本家砸盘日，股票跌惨了跌半个月了，活,614,1,2023/12/23
高瓴资本A股最新持仓布局股票及分行业名单，来跟高瓴,7036,0,2023/12/23
军工大涨，航天三巨头涨停！还会继续拉升！逢低低吸航,460,0,2023/12/23
独关大师兄,592,0,2023/12/23
银行，证券，期货，外汇种种投资从业十几年，经历大大,480,0,2023/12/23
国网信息通信产业集团有限公司是国网信息通信股份有限,853,0,2023/12/23
次新高价股有风险。「五十四」帖,667,0,2023/12/23
开盘打板买入长虹美菱，尾盘止盈东风，打板丰乐种业,582,0,2023/12/23
分析交流：12.23日复盘及走势分析,684,0,2023/12/23
古越龙山今天也是从涨停板的位置吧，然后一路下跌打到,625,0,2023/12/23
振荡行情最要命,656,0,2023/12/23
今天中国A股股市，节奏为：上涨大约是慢上爬坡，下跌,492,0,2023/12/23
炒作白酒的游资狗庄出来走两步,490,0,2023/12/23
明天看好：国联水产，安源煤业。早上有绿盘机会赶紧进,665,2,2023/12/23
人生哪有真正的假期，出门就是功名利禄，归来还有柴米,792,6,2023/12/23
一，选股要选优质股，二，学会低吸，三耐心等待，第一,700,3,2023/12/23
等国人的酒醒了，大盘就开始一路飙升了。可惜没有好菜,445,0,2023/12/23
2020中国股民永远会记住，我们曾经醉过（疯狂喝酒）炒,474,0,2023/12/23
2020.12.23股票池（看好格力地产）,527,0,2023/12/23
明天下午和后天外资放假然后就是周末，为了防止意外事,527,0,2023/12/23
请问各位谁知道东方财富买一手etf手续费是怎么算的？,508,0,2023/12/23
@@电力板块或迎来一轮逆天大行情！,482,0,2023/12/23
为何很多业绩好的股票创新低？,475,2,2023/12/23
发帖，发帖，新元科技会是妖股吗？一起来买吧！,439,0,2023/12/23
酒.酱.油.醋.调味.没有什么科技含量成股市机构包团取,553,1,2023/12/23
12月23日，智飞生物发布公告，公司与美国默沙东药厂有,492,0,2023/12/23
周四五大盘及板块格局,2328,26,2023/12/23
明天开盘酒类个股跌停，直杀到半山腰。大盘震荡精选个,494,0,2023/12/23
明天要跌2个点左右,419,0,2023/12/23
2020.12.23,455,4,2023/12/23
2020年12月24日（周4）的上证指数收盘概率的区间分布,600,0,2023/12/23
今天没有阳包阴，其实跟北向后面两天不能交易有关系，,532,0,2023/12/23
昨天跌亏钱了，我认，今天还是亏的，我认。。。nm,439,0,2023/12/23
厉害的静姐[爱心][献花],457,0,2023/12/23
酒销量好，看好的都发财，加仓进,482,0,2023/12/23
清华大学五道口金融管理学院吴晓灵专家:确保2021年底,512,0,2023/12/23
大行情来了,502,0,2023/12/23
大家救救注册制次新股吧，跌的太惨了，太没人性了,478,0,2023/12/23
【连续大涨股今日公告汇总】2连板海汽集团：公司未开,554,0,2023/12/23
(=^^=)∵,540,0,2023/12/23
【白酒股盘中跳水，主力资金已有出逃迹象，近5日净卖,722,0,2023/12/23
我发起了一个投票，【#上证指数#大家都认为白酒崩了，,515,0,2023/12/23
提示白酒风险，今年还最后6个交易日.,499,0,2023/12/23
许多的事，不想再去狠心拒绝。想要试着去接受……特别,593,3,2023/12/23
A股以后就是强者恒强、弱者恒弱的市场。能在市场整体,674,0,2023/12/23
明天下午到星期五没有北上资金我看你咋玩？大垃圾,436,0,2023/12/23
提醒：酒类股票两个月以来机会频出，本月达成共识，走,515,0,2023/12/23
实盘第二十天，为朋友拯救下他那糟糕的资金曲线。当前,902,0,2023/12/23
新亚强603155,672,0,2023/12/23
证监会应该出台，破净股，大股东必须逆回购，如果不逆,427,0,2023/12/23
早盘啦涨停，是新增量资金有备而来所为。中盘啦涨停是,680,9,2023/12/23
商品的遐想。一瓶500克的酒千几百元，5公升的食用油百,760,1,2023/12/23
最近天天涨也空仓，在坚持三十多天空仓的,433,0,2023/12/23
明天低开，买什么都可以，一定不要碰白死定,416,0,2023/12/23
明年大概率是消费和制造牛！科技敢玩的也就只有消费电,416,0,2023/12/23
【东方财富】尊敬的客户，您申购的中瓷电子（003031.S,980,2,2023/12/23
明天低开，反正不买白酒股切记,544,3,2023/12/23
请大家关注，601997贵州银行A股市盈率最低，盘子也不,502,0,2023/12/23
江以南买白酒了。大家慎重了。见好就收。,579,0,2023/12/23
你们对比一下，看看自己属于哪一类。[大笑],443,0,2023/12/23
大盘震荡何时休，只因猪力获利要出货。散户不接盘，早,446,0,2023/12/23
鸡蛋不能放在一个篮子里，，，，我执行了，但，选了这,521,2,2023/12/23
铁哥百万实盘（冲200W）2020.12.23收盘盘亏损-212元，,503,0,2023/12/23
以茅台为代表的高档所谓高贵的白酒，在未来也就根本不,689,1,2023/12/23
明天小心酒股低开给大盘带来冲击,570,3,2023/12/23
指数方面，年底风险不会太大，毕竟高层政策释放的一系,597,0,2023/12/23
为什么没有敢绝对的说，我来未来15个交易日内大盘上攻,609,3,2023/12/23
一定远离酒股,406,0,2023/12/23
江化微，前天买的，拿到今天下午，拉升前十分钟倒在黎,541,0,2023/12/23
你涨你的，我亏我的，互不干涉,403,0,2023/12/23
还好，成交量不够大，猪力出货机会未到，关注大盘成交,398,0,2023/12/23
远离酒股,364,0,2023/12/23
炒了有色、白酒、汽车、新能源、飞机军工。下一步会炒,425,0,2023/12/23
明天能给多少肉[为什么],624,7,2023/12/23
20201224星期四操作计划【盘面分析】今天反抽有点点超,3216,12,2023/12/23
巴菲特等投资大鳄都是美国的，美国是世界资金的旗手，,501,0,2023/12/23
康得新及子公司还不能起诉北京银行？s谁是谁非留给市,1259,5,2023/12/23
12.23盘后分析。K线形态为多头孕育线。 特征为：第一,1536,1,2023/12/23
迈为股份今天M形大起大落，都出货了。请教各位如何把,375,0,2023/12/23
没有外资明天又要泻了？,353,0,2023/12/23
明天大阳反包，突破3435,489,1,2023/12/23
看了很多媒体的报道，太蹩脚了，把BNT162mRNA疫苗说是,467,0,2023/12/23
中央政策连续利好、央行、证监会、科技部积极发声、贯,398,0,2023/12/23
银保监会发文了,450,0,2023/12/23
靠喝醉行惰来维持的市场，滚回1700点！,416,0,2023/12/23
大盘涨一部分股不怎么涨，大盘跌一部分股猛跌！什么时,421,0,2023/12/23
总感觉要回到3200点,407,1,2023/12/23
我每次能赚一点小钱，都要感谢T+1，因为当天买的卖不,403,0,2023/12/23
市场变化层出不同，主、次，次、主，主、主、次、次地,440,0,2023/12/23
短线策略继续轻指数、重个股，核心主线方向，低吸、接,391,0,2023/12/23
白酒崩了，大家想想市场的资金会去哪里，当然是目前调,410,0,2023/12/23
前天说过的，新日线中枢形成中，三买正在形成中明天继,536,1,2023/12/23
由于没有新资金入场，大盘只能而且可以继续维持结构性,476,1,2023/12/23
明天跌50个点！拭目以待！,430,1,2023/12/23
指数顽强的一天，午后白酒崩了，但是并没有拖累新能源,468,0,2023/12/23
明天跌，立贴为证[大笑],377,0,2023/12/23
牛牛@心若静风奈何 沾沾福气,459,0,2023/12/23
证监会有什么官网可以留言,368,0,2023/12/23
佳都科技入选“粤港澳大湾区最具创新力公司50强”总榜,685,0,2023/12/23
鲁西化工调整充分明天涨停[赞],381,0,2023/12/23
金龙鱼：资深少女的福报泡泡玛特：年轻人的福报京东健,927,0,2023/12/23
作为一个业余投资者，我就是在平台上记录一下自己的投,596,2,2023/12/23
白酒板块市值5万亿，今天成交额高达635亿，创下了历史,578,0,2023/12/23
个人见解：江南化工，明天开盘可买入，持股待涨！,545,2,2023/12/23
又到元旦，白酒已经没有调整的时间了,514,0,2023/12/23
2020年12月23日|星期三今日盈利1300元，今年浮盈15.8,2565,17,2023/12/23
12月23日，晚间黄金、白银参考策略：今天亚欧金银维持,758,0,2023/12/23
今天清仓了吗？平安夜不平安，明天股指会飞流直下一泄,444,0,2023/12/23
这次不上3500，要大跌到1800了,441,1,2023/12/23
ST舍得带领白酒伙伴们从天山跳到百慕大三角洲畅游蓝海,370,1,2023/12/23
大盘风险点在哪里？新的赚钱机会又在哪几个板块？[买,69025,483,2023/12/23
本周暂时维持正收益[鼓掌],358,0,2023/12/23
江淮的逾期可想而知，两天的调整，今天我全仓买入5万,367,0,2023/12/23
静静地等白酒崩！默默地等科技兴！,378,0,2023/12/23
就是不买白酒和新能源，咋滴吧,386,0,2023/12/23
明天还喝酒不？？,421,0,2023/12/23
咋看大盘强势依旧:细心的朋友们会发现个股却在寻底。,414,0,2023/12/23
2020/12/23,428,0,2023/12/23
晓军解盘：震荡以个股为主,3232,0,2023/12/23
心知肚明，一切掌控。,401,0,2023/12/23
明天沪深股市还能涨吗？今天沪深股市缩量反弹上涨，两,529,1,2023/12/23
继续看跌明天会被打吗？,448,3,2023/12/23
有谁能整理一下，从3千点到3千4百点反而还亏钱的股票,362,0,2023/12/23
精通高手：看好券商,1368,0,2023/12/23
这些杀猪盘碰都不能碰,396,1,2023/12/23
各位大神，预测下明天的白酒行情，然后后天来应验下,519,4,2023/12/23
12月23日白银晚盘行情分析：现货白银日线上，行情基本,420,0,2023/12/23
郑州煤电，豫能控股连续涨停板！,378,0,2023/12/23
第三遍，来，继续审核掉我?别人兴奋我恐慌，给你讲了,1939,37,2023/12/23
股票越涨越要买，就是越合力，越要加仓拿稳把利润最大,623,0,2023/12/23
12月23日黄金晚盘行情解析：现货黄金，日内冲高回落，,375,0,2023/12/23
市场今天由于北向资金买入与逆回购造成反抽，实则量能,400,0,2023/12/23
充钱入口在哪里找不到,416,0,2023/12/23
做好明天来一根中阴线的思想准备,395,0,2023/12/23
炒股一年做个了断，辛辛苦苦看盘，老老实实踩雷，一年,461,2,2023/12/23
高额收益，是终极盈利股的第一大要素。具备一流动能的,463,0,2023/12/23
连续下跌7天以上的23只个股！现在，股市表现确实比较,391,0,2023/12/23
2020.12.23今天的主要指数估值表出炉啦.....继续跟踪,449,0,2023/12/23
白酒牛市特征、机构强势快速打压调整、融资盘、中小散,378,0,2023/12/23
我在想还要不要在东财发文！,758,10,2023/12/23
明天是否法定砸盘日？？,359,1,2023/12/23
张浩2。09买进1000万股把股价打压到23日，发出公告：,383,1,2023/12/23
【个人复盘201223】新一波筑底完成的概率较大,382,0,2023/12/23
请你们告诉我3.2元以下的好股有啥可以玩的，手里就这,492,2,2023/12/23
St东山精密应该聘一个精明点的财务，1.8个亿的利润啊,373,0,2023/12/23
300905,375,0,2023/12/23
20201223，生于忧患死于安乐,436,1,2023/12/23
大盘走势分析收盘贴：1：今天大盘又出来一个中阳，把,17001,131,2023/12/23
12月23日收评：上证早盘跳空高开，5分钟是289亿空方量,757,2,2023/12/23
智慧农业还真有一套，昨天尾盘进了，今天硬是留住不让,412,0,2023/12/23
上帝或许醉了，可终究是会醒的行情进入这个阶段操作难,444,0,2023/12/23
小米集团市值破千亿美金，员工纷纷向雷军表示祝贺12月,866,0,2023/12/23
可喜可贺，白酒终于跌了，庄股ST蛇得终于被我昨天头条,500,1,2023/12/23
致自己：2015.4.28——2020.12.23。终于回本了，这个,462,3,2023/12/23
天下没有不散的宴席。下周1～2（12月28日～29日）上指,1237,14,2023/12/23
2020年12月23号周三总结（大盘成交4132亿）,374,0,2023/12/23
决定了，磨刀不误砍柴工。再买一套电脑，增加一到两个,752,6,2023/12/23
【干货：持仓更新第56天】2020.12.23星期三收盘今天大,494,1,2023/12/23
牛市需要白酒下跌,511,0,2023/12/23
【英国首相呼吁盟友“手下留情”英法将恢复货运】在西,404,0,2023/12/23
昨天分析过的盘面，大盘反弹没站稳3384，明天要注意，,456,0,2023/12/23
哪位大神告诉我一下，怎么买昨日涨停这只股？不胜感谢,399,1,2023/12/23
明天没有外资护盘大盘危险,353,2,2023/12/23
【市场情绪全面修复！航空涨超7%领涨两市！】沪指今日,400,0,2023/12/23
新能源是近阶段的趋势行情，生产硅材料的东岳硅材会有,415,0,2023/12/23
各位股友，结合郑州煤电跟华西股份之前的走势我找出一,363,0,2023/12/23
这次是大盘最后一次机会大盘最后一次机会了，如果破了,433,1,2023/12/23
ST岩石：明天又要涨停,468,0,2023/12/23
进入股市两个月，之前对股市一无所知，由于朋友的耳濡,844,2,2023/12/23
现在不敢断大盘，方向很不明朗，但今天加仓了，操作上,520,5,2023/12/23
关注中光学，集光伏，光阻，航天，等。后市可期,387,1,2023/12/23
神州高铁晋西车轴晋亿实业，高铁板块不涨，说明多头实,356,0,2023/12/23
死性不改，明天计划，前面三个，一个一万，开盘买,656,7,2023/12/23
股市反弹未完，这三个板块按耐不住了波段操作田雨哥今,384,0,2023/12/23
12月23日A股资金流向主力净流入行业板块前三：电子元,438,1,2023/12/23
富满调整都好长时间了，从55左右落到40附近，该是上车,398,0,2023/12/23
资本市场是最残酷的，挺住少年！,449,2,2023/12/23
明天港股下午休市，大A跳水！,423,3,2023/12/23
刚刚入门，没多少钱，想先开始买基金，这样可以吗，怎,523,6,2023/12/23
真正氢燃料电池汽车核心技术雄韬股份002733美锦能源00,514,1,2023/12/23
今年4月.我回来了,558,5,2023/12/23
人可以平凡，但不该平庸。,389,3,2023/12/23
连续预判准确，明天横盘震荡？（12.23盘后）,10160,225,2023/12/23
A股现在要想走强只有一条路，那就是上涨时成交量持续,414,0,2023/12/23
指数日线是向下趋势，但是分钟线看明天应该还有上攻动,415,1,2023/12/23
什么时候涨其实都没关系，4500点上方会到，从慢牛到快,440,0,2023/12/23
五分级别上涨,728,0,2023/12/23
快上万的茅台了[赞],415,0,2023/12/23
酒，反正我不买，也不眼红，我就是胆子小，怕一套10年,467,0,2023/12/23
明天必上万亿,357,0,2023/12/23
京东方成交量上百亿之时就是大盘上万亿之日,409,0,2023/12/23
其实年头就想启动年图妖股形态，像五酿液~酒鬼酒这种,621,0,2023/12/23
今日收盘，沪指报收3382.32点，最高3394.21点，最低33,528,1,2023/12/23
恭喜今天大盘长红，各位财源滚滚来！,405,1,2023/12/23
12月23之后2周内要央妈放水、放水。。。,1126,2,2023/12/23
莫高清仓（30个点）协鑫集成重仓（以解套，盈利5个点,642,2,2023/12/23
资产增长2069元,444,0,2023/12/23
